sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	scientific_name	taxon_id	host_body_habitat	host_body_product	host_body_site	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_rct	control_cell_into_extraction	control_org	control_type	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	estimated_biomass_per_dnarxn	estimated_biomass_per_pcrrxn	estimated_cells_per_g	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_mass_index	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	log_estimated_cells_per_g	log_total_reads	longitude	mass_g	mass_g_log	max_age	max_kg_grams	max_tl_cm	max_length_cm_LOVE2021	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_order	p_genus_species_alternative	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_1_phytoplankton_algae	prey_2_zooplankton	prey_3_annelids	prey_3_arthropods	prey_3_echinoderms	prey_3_mollusks	prey_3_invertebrate	prey_4_small_fish	prey_5_large_fish	prey_6_shark_marine_mammal	prey_sum	primer_plate	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	title	title_fmp_core	tl_cm	host_height_vs_max_height_tl	total_reads_AID_49571	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.32.skin	not applicable	32.skin	TRUE	1	1	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2019	horn shark	0.8407	DD	0	0	0	0.0	0	not applicable	150	2	4	32.skin	benthic invertebrates, sea urchins, crabs, abalone, fish	fishbase.org	19.5	5	0.698970004	TRUE	4	h	h4	0	Host-associated	Animal	Animal surface	32skin	skin	marine biome	animal-associated habitat	mucus	host-associated	0	0	3	465	Heterodontus francisci	clearmag beads KF	2020-09-14	PS16L1	0.114	high	not applicable	FMP101_P3_skin_1.88	spear	60.3	32	0	not collected	mission jetty	USA:CA:San Diego	not collected	not applicable	2	BE	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.840736595	horn shark	horn shark	64.5	cm	not collected	Heterodontus francisci	FMP_32	7792	2256	grams	1.0	32.75757	0.477121255	2.689308859	-117.249448	2256	3.353339095	12	not applicable	122	121	spear	10	32.skin	not applicable	not applicable	512	303	Eastern Pacific	Chondrichthyes	bullhead, horn, or port jackson sharks	Heterodontidae	Heterodontus	Heterodontiformes	Heterodontus francisci	608	3	0.477121255	0	0	-1.55548692	0	2.689308859	0	4289	489	SIO	not collected	not applicable	not applicable	not applicable	1	1	1	not applicable	1	not applicable	not applicable	4.0	7	not applicable	0.302325581	not applicable	not applicable	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	262	fall	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	2	3	Carcharhiniform	crusier sprinter	FMP101	1.0	64.5	53	489	3	3	TRUE	not applicable	not applicable	not applicable
13414.33.gill	not applicable	33.gill	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2019	spotted kelpfish	1.1232	NE	0	0	0	0.0	0	not applicable	56	0	1	33.gill	benthic crustaceans: amphipods, isopods, crabs), gastropods, polychaete worms	fishbase.org	1.1	1	0	TRUE	5	a	a5	0	Host-associated	Animal	Animal corpus	33gill	gill	marine biome	animal-associated habitat	organic material	host-associated	3676083.701	306340.3084	367608370.1	116	Gibbonsia	clearmag beads KF	2020-09-14	PS16L1	0.01	not applicable	WG	FMP101_P4_gill_1.88	tidepool dipnet	5.7	33	1	0.9	LJ tidepool	USA:CA:San Diego	2.5	not applicable	2	RIT	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.123152603	spotted kelpfish	kelpfish unknown	5.7	cm	not collected	Gibbonsia elegans	FMP_33	57801	2.08	grams	1.0	32.841184	8.565385391	4.714723632	-117.281972	2.08	0.318063335	not applicable	not applicable	16	16	net	10	33.gill	not applicable	not applicable	609	308	Eastern Pacific	Actinopterygii	clinids	Clinidae	Gibbonsia	Blenniiformes	Gibbonsia elegans	705	363297597	8.560262525	363298	3632976	5.48108128	302748	4.701481636	1	5029000	50290	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.0	8	not applicable	0.192982456	0.157894737	0.438596491	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	267	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	1	3	Labriform	generalist	FMP101	1.0	5.7	36	51847	2	2	TRUE	not applicable	not applicable	not applicable
13414.33.hg	not applicable	33.hg	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	spotted kelpfish	1.1232	NE	0	0	0	0.0	0	not applicable	56	0	1	33.hg	benthic crustaceans: amphipods, isopods, crabs), gastropods, polychaete worms	fishbase.org	1.1	1	0	TRUE	5	a	a5	0	Host-associated	Animal	Animal distal gut	33hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	10633138.42	886094.8686	494564577.8	116	Gibbonsia	clearmag beads KF	2020-09-10	PS16L1	0.0215	low	not applicable	FMP101_P1_hg_1.88	tidepool dipnet	5.7	33	1	0.9	LJ tidepool	USA:CA:San Diego	2.5	not applicable	2	RIT	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.123152603	spotted kelpfish	kelpfish unknown	5.7	cm	not collected	Gibbonsia elegans	FMP_33	57801	2.08	grams	1.0	32.841184	8.694223008	4.846497932	-117.281972	2.08	0.318063335	not applicable	not applicable	16	16	net	10	33.hg	not applicable	not applicable	321	308	Eastern Pacific	Actinopterygii	clinids	Clinidae	Gibbonsia	Blenniiformes	Gibbonsia elegans	417	490177222	8.690353126	490177	10538810	5.94361034	878234	4.833746165	1	3171814	68194	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.0	5	not applicable	0.192982456	0.157894737	0.438596491	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	267	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	1	3	Labriform	generalist	FMP101	1.0	5.7	36	70226	2	2	TRUE	not applicable	not applicable	not applicable
13414.33.midgut	not applicable	33.midgut	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	spotted kelpfish	1.1232	NE	0	0	0	0.0	0	not applicable	56	0	1	33.midgut	benthic crustaceans: amphipods, isopods, crabs), gastropods, polychaete worms	fishbase.org	1.1	1	0	TRUE	5	a	a5	0	Host-associated	Animal	Animal proximal gut	33midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	999177.137	83264.76142	67511968.72	116	Gibbonsia	clearmag beads KF	2020-09-10	PS16L1	0.0148	low	not applicable	FMP101_P2_mg_1.88	tidepool dipnet	5.7	33	1	0.9	LJ tidepool	USA:CA:San Diego	2.5	not applicable	2	RIT	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.123152603	spotted kelpfish	kelpfish unknown	5.7	cm	not collected	Gibbonsia elegans	FMP_33	57801	2.08	grams	1.0	32.841184	7.829380773	4.553105939	-117.281972	2.08	0.318063335	not applicable	not applicable	16	16	net	10	33.midgut	not applicable	not applicable	417	308	Eastern Pacific	Actinopterygii	clinids	Clinidae	Gibbonsia	Blenniiformes	Gibbonsia elegans	513	67193428	7.827326798	67193	994463	4.918407269	82872	4.540579717	1	2345946	34720	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.0	6	not applicable	0.192982456	0.157894737	0.438596491	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	267	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	1	3	Labriform	generalist	FMP101	1.0	5.7	36	35736	2	2	TRUE	not applicable	not applicable	not applicable
13414.33.skin	not applicable	33.skin	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2019	spotted kelpfish	1.1232	NE	0	0	0	0.0	0	not applicable	56	0	1	33.skin	benthic crustaceans: amphipods, isopods, crabs), gastropods, polychaete worms	fishbase.org	1.1	1	0	TRUE	5	a	a5	0	Host-associated	Animal	Animal surface	33skin	skin	marine biome	animal-associated habitat	mucus	host-associated	715089.1307	59590.76089	79454347.85	116	Gibbonsia	clearmag beads KF	2020-09-14	PS16L1	0.009	not applicable	not applicable	FMP101_P3_skin_1.88	tidepool dipnet	5.7	33	1	0.9	LJ tidepool	USA:CA:San Diego	2.5	not applicable	2	RIT	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.123152603	spotted kelpfish	kelpfish unknown	5.7	cm	not collected	Gibbonsia elegans	FMP_33	57801	2.08	grams	1.0	32.841184	7.900117667	4.511602649	-117.281972	2.08	0.318063335	not applicable	not applicable	16	16	net	10	33.skin	not applicable	not applicable	513	308	Eastern Pacific	Actinopterygii	clinids	Clinidae	Gibbonsia	Blenniiformes	Gibbonsia elegans	609	78785542	7.896446527	78786	709070	4.771507788	59089	4.49857243	1	3502111	31519	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.0	7	not applicable	0.192982456	0.157894737	0.438596491	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	267	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	1	3	Labriform	generalist	FMP101	1.0	5.7	36	32479	2	2	TRUE	not applicable	not applicable	not applicable
13414.34.gill	not applicable	34.gill	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2019	rockpool blenny	1.3942	LC	0	0	0	0.0	0	not applicable	18	0	1	34.gill	gammerideans (amphipod), acmaea (limpets)	https://www.proquest.com/openview/2f30b72d4e6d286e46207c3cc9b813d2/1?cbl=18750&diss=y&pq-origsite=gscholar	1.4	1	0	TRUE	5	b	b5	0	Host-associated	Animal	Animal corpus	34gill	gill	marine biome	animal-associated habitat	organic material	host-associated	153610.2582	12800.85485	8084750.431	116	Hypsoblennius	clearmag beads KF	2020-09-14	PS16L1	0.019	not applicable	WG	FMP101_P4_gill_1.88	tidepool dipnet	7.1	34	1	0.7	LJ tidepool	USA:CA:San Diego	8	subtidal rocky, intertidal	1	RIT	0	0	shallow	intertidal	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.394201352	rockpool blenny	rockpool blenny	7.1	cm	not collected	Hypsoblennius gilberti	FMP_34	57812	4.99	grams	1.0	32.841184	6.907666618	4.320789978	-117.281972	4.99	0.698100546	9	not applicable	17	17	net	10	34.gill	not applicable	not applicable	610	310	Eastern Pacific	Actinopterygii	combtooth blennies	Blenniidae	Hypsoblennius	Blenniiformes	Hypsoblennius gilberti	706	8063190	6.906506894	8063	153201	4.10607925	12767	4.308286889	1	1070368	20337	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	1	not applicable	not applicable	not applicable	3.0	8	not applicable	0.197183099	0.098591549	1.126760563	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	269	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	3	1	Cottiform	accelerator	FMP101	1.0	7.1	42	20931	2	2	TRUE	not applicable	not applicable	not applicable
13414.34.hg	not applicable	34.hg	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	rockpool blenny	1.3942	LC	0	0	0	0.0	0	not applicable	18	0	1	34.hg	gammerideans (amphipod), acmaea (limpets)	https://www.proquest.com/openview/2f30b72d4e6d286e46207c3cc9b813d2/1?cbl=18750&diss=y&pq-origsite=gscholar	1.4	1	0	TRUE	5	b	b5	0	Host-associated	Animal	Animal distal gut	34hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	3775310.817	314609.2348	49675142.33	116	Hypsoblennius	clearmag beads KF	2020-09-10	PS16L1	0.076	low	not applicable	FMP101_P1_hg_1.88	tidepool dipnet	7.1	34	1	0.7	LJ tidepool	USA:CA:San Diego	8	subtidal rocky, intertidal	1	RIT	0	0	shallow	intertidal	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.394201352	rockpool blenny	rockpool blenny	7.1	cm	not collected	Hypsoblennius gilberti	FMP_34	57812	4.99	grams	1.0	32.841184	7.69613912	4.718028108	-117.281972	4.99	0.698100546	9	not applicable	17	17	net	10	34.hg	not applicable	not applicable	322	310	Eastern Pacific	Actinopterygii	combtooth blennies	Blenniidae	Hypsoblennius	Blenniiformes	Hypsoblennius gilberti	418	48753010	7.688001434	48753	3705229	5.489633783	308769	4.703927304	1	665447	50574	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	1	not applicable	not applicable	not applicable	3.0	5	not applicable	0.197183099	0.098591549	1.126760563	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	269	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	3	1	Cottiform	accelerator	FMP101	1.0	7.1	42	52243	2	2	TRUE	not applicable	not applicable	not applicable
13414.34.midgut	not applicable	34.midgut	FALSE	3	4	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	rockpool blenny	1.3942	LC	0	0	0	0.0	0	not applicable	18	0	1	34.midgut	gammerideans (amphipod), acmaea (limpets)	https://www.proquest.com/openview/2f30b72d4e6d286e46207c3cc9b813d2/1?cbl=18750&diss=y&pq-origsite=gscholar	1.4	1	0	TRUE	5	b	b5	0	Host-associated	Animal	Animal proximal gut	34midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	7393211.185	616100.9321	476981366.8	116	Hypsoblennius	clearmag beads KF	2020-09-10	PS16L1	0.0155	not applicable	not applicable	FMP101_P2_mg_1.88	tidepool dipnet	7.1	34	1	0.7	LJ tidepool	USA:CA:San Diego	8	subtidal rocky, intertidal	1	RIT	0	0	shallow	intertidal	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.394201352	rockpool blenny	rockpool blenny	7.1	cm	not collected	Hypsoblennius gilberti	FMP_34	57812	4.99	grams	1.0	32.841184	8.678501414	4.801410571	-117.281972	4.99	0.698100546	9	not applicable	17	17	net	10	34.midgut	not applicable	not applicable	418	310	Eastern Pacific	Actinopterygii	combtooth blennies	Blenniidae	Hypsoblennius	Blenniiformes	Hypsoblennius gilberti	514	473719359	8.675521133	473719	7342650	5.786671585	611888	4.788868054	1	3967677	61499	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	1	not applicable	not applicable	not applicable	3.0	6	not applicable	0.197183099	0.098591549	1.126760563	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	269	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	3	1	Cottiform	accelerator	FMP101	1.0	7.1	42	63301	2	2	TRUE	not applicable	not applicable	not applicable
13414.34.skin	not applicable	34.skin	FALSE	2	2	subtropical	rock associated	2019-10-28	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2019	rockpool blenny	1.3942	LC	0	0	0	0.0	0	not applicable	18	0	1	34.skin	gammerideans (amphipod), acmaea (limpets)	https://www.proquest.com/openview/2f30b72d4e6d286e46207c3cc9b813d2/1?cbl=18750&diss=y&pq-origsite=gscholar	1.4	1	0	TRUE	5	b	b5	0	Host-associated	Animal	Animal surface	34skin	skin	marine biome	animal-associated habitat	mucus	host-associated	1566.757052	130.5630877	20615.22437	116	Hypsoblennius	clearmag beads KF	2020-09-14	PS16L1	0.076	not applicable	not applicable	FMP101_P3_skin_1.88	tidepool dipnet	7.1	34	1	0.7	LJ tidepool	USA:CA:San Diego	8	subtidal rocky, intertidal	1	RIT	0	0	shallow	intertidal	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	0	0	0	not collected	not collected	1.394201352	rockpool blenny	rockpool blenny	7.1	cm	not collected	Hypsoblennius gilberti	FMP_34	57812	4.99	grams	1.0	32.841184	4.314188066	3.751894688	-117.281972	4.99	0.698100546	9	not applicable	17	17	net	10	34.skin	not applicable	not applicable	514	310	Eastern Pacific	Actinopterygii	combtooth blennies	Blenniidae	Hypsoblennius	Blenniiformes	Hypsoblennius gilberti	610	20658	4.315088273	21	1570	2.116731117	131	3.739414103	1	72211	5488	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	1	not applicable	not applicable	not applicable	3.0	7	not applicable	0.197183099	0.098591549	1.126760563	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	269	fall	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	rock associated	3	1	Cottiform	accelerator	FMP101	1.0	7.1	42	5648	2	2	TRUE	not applicable	not applicable	not applicable
13414.35.gill	not applicable	35.gill	TRUE	1	1	subtropical	rock associated	2019-08-02	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2019	spotted sand bass	1.3922	LC	0	0	0	0.0	0	not applicable	61	0	3	35.gill	small fish, benthic crustaceans	fishbase.org	9	5	0.698970004	TRUE	5	c	c5	0	Host-associated	Animal	Animal corpus	35gill	gill	marine biome	animal-associated habitat	organic material	host-associated	6.31507159	0.526255966	11.48194834	116	Paralabrax	clearmag beads KF	2020-09-14	PS16L1	0.55	not applicable	PG	FMP101_P4_gill_1.88	spear	31	35	0	4.1	MB jetty	USA:CA:San Diego	68.5	not applicable	1	BE	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.392245547	spotted sand bass	Spotted bay bass	31.7	cm	not collected	Paralabrax maculatofasciatus	FMP_35	147646	443.5	grams	1.0	32.760464	1.060015589	3.067814511	-117.245347	443.5	2.646893624	20	0.9	60	41.5	spear	8	35.gill	not applicable	not applicable	611	341	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax maculatofasciatus	707	12	1.079181246	0	6	-0.267341635	1	3.057666104	1	2076	1142	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	1	not applicable	not applicable	2.0	8	not applicable	0.283911672	0.129337539	2.160883281	oviparous	brackish	brackish	fish gill	g	gill tissue	gill, fin, skin, MG, HG	300	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	31.7	53	1169	3	3	FALSE	not applicable	not applicable	not applicable
13414.35.hg	not applicable	35.hg	TRUE	3	4	subtropical	rock associated	2019-08-02	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	spotted sand bass	1.3922	LC	0	0	0	0.0	0	not applicable	61	0	3	35.hg	small fish, benthic crustaceans	fishbase.org	9	5	0.698970004	TRUE	5	c	c5	0	Host-associated	Animal	Animal distal gut	35hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	322295.187	26857.93225	3410531.079	116	Paralabrax	clearmag beads KF	2020-09-10	PS16L1	0.0945	not applicable	not applicable	FMP101_P1_hg_1.88	spear	31	35	0	4.1	MB jetty	USA:CA:San Diego	68.5	not applicable	1	BE	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.392245547	spotted sand bass	Spotted bay bass	31.7	cm	not collected	Paralabrax maculatofasciatus	FMP_35	147646	443.5	grams	1.0	32.760464	6.532822011	4.412729273	-117.245347	443.5	2.646893624	20	0.9	60	41.5	spear	8	35.hg	not applicable	not applicable	323	341	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax maculatofasciatus	419	3362192	6.52662251	3362	317727	4.422873125	26477	4.398877073	1	265122	25054	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	1	not applicable	not applicable	2.0	5	not applicable	0.283911672	0.129337539	2.160883281	oviparous	brackish	brackish	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	300	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	31.7	53	25866	3	3	FALSE	not applicable	not applicable	not applicable
13414.35.midgut	not applicable	35.midgut	TRUE	1	1	subtropical	rock associated	2019-08-02	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	spotted sand bass	1.3922	LC	0	0	0	0.0	0	not applicable	61	0	3	35.midgut	small fish, benthic crustaceans	fishbase.org	9	5	0.698970004	TRUE	5	c	c5	0	Host-associated	Animal	Animal proximal gut	35midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	1	0	16	116	Paralabrax	columns	2020-12-26	PS16L1	0.0719	not applicable	not applicable	FMP101_P2_mg_1.88	spear	31	35	0	4.1	MB jetty	USA:CA:San Diego	68.5	not applicable	1	BE	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.392245547	spotted sand bass	Spotted bay bass	31.7	cm	not collected	Paralabrax maculatofasciatus	FMP_35	147646	443.5	grams	1.0	32.760464	1.204119983	2.84135947	-117.245347	443.5	2.646893624	20	0.9	60	41.5	spear	8	35.midgut	not applicable	not applicable	419	341	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax maculatofasciatus	515	16	1.204119983	0	1	-1.023765932	0	2.84135947	0	9652	694	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	1	not applicable	not applicable	2.0	6	not applicable	0.283911672	0.129337539	2.160883281	oviparous	brackish	brackish	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	300	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	31.7	53	694	3	3	FALSE	not applicable	not applicable	not applicable
